,SAVSNET_consult_id,SAVSNET MPC,Consult_date,Species,All_Chemicals,Chemical,chemical,Disease,disease,vaccines,vacc,simple_chem,Simple_chem,year,month
3979,294025,post_op,29-12-2014 10:30,cat,['Intranasal 7 days'],,,,"['healer', 'tooth', 'left eye Femtoliter']",,,['Intranasal 7 days'],['Intranasal 7 days'],2014,December
1136,540240,other_unwell,19-08-2015 15:10,unknown,,,,['diarrhoea'],['diarrhoea'],,,,,2015,August
2780,4811409,other_healthy,27-07-2018 14:25,dog,['steroid'],['steroid'],"['steroid', 'apoquinine']","['greasy', 'skin scabby', 'inflammation']","['greasy', 'skin scabby', 'inflammation']",['Rabies vaccine'],rv,,,2018,July
4301,5661116,pruritus,29-01-2019 14:12,dog,,,,,,,,,,2019,January
2117,6050777,other_healthy,05-01-2019 14:53,dog,,,,"['diarrhoea', 'Newcastle disease']","['heart and lungs fine', 'diarrhoea', 'Newcastle disease']",,,,,2019,January
1638,4346145,vaccination,27-03-2018 15:44,dog,,,,"['cataract', 'fatty lump', 'gingivitis']","['cataract', 'fatty lump', 'gingivitis']",,,,,2018,March
1419,3722038,post_op,10-09-2017 11:44,dog,['Metabolizable'],,['Metabolizable'],"['swelling', 'erythema']","['swelling', 'erythema']",,,['Metabolizable'],['Metabolizable'],2017,September
2488,2703691,vaccination,23-01-2017 10:35,dog,"['Iodine', 'Nobivaclepto4']","['Iodine', 'Nobivaclepto4']","['Iodine', 'Nobivaclepto4']",['Cough'],['Cough'],"['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,['Iodine'],['Iodine'],2017,January
328,1627320,other_healthy,20-05-2016 09:20,dog,"['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']",,,,,['repeatal crepitus Intranasal right elbow'],,2016,May
1607,2132296,vaccination,09-07-2016 16:02,dog,"['flea/worming', 'nobivacdhp', 'Nobivaclepto4']","['flea/worming', 'nobivacdhp', 'Nobivaclepto4']","['fine', 'flea/worming', 'nobivacdhp', 'Nobivaclepto4']","['Club', 'Cough']","['Club', 'Cough']","['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,['eyes/ears/teeth'],,2016,July
1756,5429563,pruritus,12-03-2018 15:08,guinea pig,,,,,,,,,,2018,March
1563,4521383,other_healthy,19-05-2018 12:03,dog,,,,"['swelling', 'TN']","['swelling', 'TN']",,,,,2018,May
1654,1918487,vaccination,22-07-2016 14:28,cat,['Intranasal 3-4'],,['fine'],['Vomiting'],['Vomiting'],,,['Intranasal 3-4'],['Intranasal 3-4'],2016,July
1323,3166043,other_healthy,23-05-2017 14:37,cat,,,,"['gingivitis', 'Vomiting', 'weight gain', 'PU/PD']","['gingivitis', 'Vomiting', 'weight gain', 'PU/PD']",,,,,2017,May
1727,2810602,vaccination,17-02-2017 18:17,cat,,,,,['skin tent teeth'],,,['2secsk'],,2017,February
2682,4871817,other_unwell,08-08-2018 17:36,dog,['Intranasal 1 week'],,,"['ulcer', 'cornea']","['dropsy', 'ulcer', 'cornea']",,,['Intranasal 1 week'],['Intranasal 1 week'],2018,August
960,6711140,other_healthy,21-09-2019 11:01,unknown,"['Inj dex', 'dex']",['dex'],"['shampoo', 'dex']","['Club', 'itching', 'erythema']","['Club', 'itching', 'erythema']",,,['Inj dex'],['Inj dex'],2019,September
206,5140019,other_unwell,10-02-2018 17:08,dog,['Intranasal 2'],,,"['perineum', 'Perianal erythema', 'Halitosis']","['perineum', 'Perianal erythema', 'Halitosis']",,,['Intranasal 2'],['Intranasal 2'],2018,February
2565,3117427,other_healthy,05-10-2017 14:36,dog,"['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['11-2018', 'nobivacdhp', 'Nobivaclepto4']","['Cough', 'defecation']","['Cough', 'defecation']","['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,,,2017,October
1878,5692836,other_healthy,02-05-2019 17:44,dog,,,"['colleter', 'apoquinine']",,,,,['tablet'],,2019,May
3992,3472287,vaccination,08-09-2017 15:34,cat,,,,"['polyuria/polydipsia', 'Feline leukemia virus']","['polyuria/polydipsia', 'Feline leukemia virus']","['Nobivac ducat', 'Feline leukemia virus vaccine']",ducat felv,,,2017,September
3031,3249840,other_healthy,14-06-2017 18:19,dog,['Intranasal 1 week'],,,"['otitis', 'inflammation']","['otitis', 'inflammation']",,,"['Intranasal 1 week', 'wax']",['Intranasal 1 week'],2017,June
2619,4589511,vaccination,06-08-2018 15:39,cat,,,,,,,,['Flea/Worm'],,2018,August
2796,1710953,other_unwell,06-08-2016 09:37,dog,,,,['vomiting'],['vomiting'],['Metacam meloxicam'],metacam,,,2016,August
534,1136808,vaccination,02-01-2016 18:06,dog,,,['ectene'],,,,,,,2016,January
2851,6515577,other_unwell,08-09-2019 12:23,dog,,,"['otidine', 'berkowitz', 'solan']",,,,,,,2019,September
996,2917557,other_unwell,17-03-2017 11:25,dog,"['crepuitus', 'Non-steroidal anti-inflammatory']",['crepuitus'],['crepuitus'],['sore'],['sore'],['Non-steroidal anti-inflammatory drug'],nsaid,['Non-steroidal anti-inflammatory'],['Non-steroidal anti-inflammatory'],2017,March
1104,2859282,vaccination,03-02-2017 17:45,dog,['flea/wormer - Owner'],,,,,,,"['flea/wormer - Owner', 'Intranasal 4 week']",['flea/wormer - Owner'],2017,February
2195,2251351,post_op,10-03-2016 17:53,dog,,,['Put'],"['scurvy', 'sore', 'weight loss', 'itchy']","['scurvy', 'sore', 'weight loss', 'itchy']",,,"['Put', 'Intranasal 4 week']",,2016,March
130,4918568,other_healthy,17-08-2018 15:31,dog,,,['lubricate'],['ulcers'],"['ulcers', 'dropsy']",,,,,2018,August
1256,6383941,vaccination,15-07-2019 15:40,dog,,,['apoquinine'],"['allergy', 'dermatitis', 'alopecia', 'erythema', 'itchy']","['allergy', 'dermatitis', 'alopecia', 'erythema', 'itchy']",['Rabies vaccine'],rv,"['examinatin', 'alopecia']",,2019,July
2069,6609295,trauma,29-08-2019 18:41,dog,"['Intranasal 1 week', 'Non-steroidal anti-inflammatory']",,,['pain'],['pain'],['Non-steroidal anti-inflammatory drug'],nsaid,"['Intranasal 1 week', 'Non-steroidal anti-inflammatory']","['Intranasal 1 week', 'Non-steroidal anti-inflammatory']",2019,August
1903,667843,gastroenteric,10-03-2015 09:41,dog,,,,"['gastroenteritis', 'vomiting', 'Diarrhea']","['gastroenteritis', 'vomiting', 'Diarrhea']",,,,,2015,March
1482,942780,pruritus,15-12-2015 18:38,dog,,,,['allergy'],['allergy'],,,['1 \xa0'],,2015,December
3667,2835762,respiratory,24-02-2017 15:16,cat,['Thyroxine'],['Thyroxine'],"['gaine', 'Thyroxine']",,,,,['Thyroxine'],['Thyroxine'],2017,February
2241,483533,other_unwell,17-07-2015 17:37,unknown,,,['tues-'],"['uveitis', 'keratitis']","['corneal discoloration - grey', 'uveitis', 'keratitis']",,,,,2015,July
477,5120470,other_healthy,28-09-2018 09:49,dog,,,,['diarrhoea'],['diarrhoea'],,,,,2018,September
729,6208277,vaccination,06-06-2019 13:52,dog,['nobivacdhp'],['nobivacdhp'],"['fluids-', 'nobivacdhp']",,,"['Nobivacdhp', 'Nobivaclepto4']",dhp l4,,,2019,June
940,4970277,other_unwell,29-08-2018 12:37,dog,,,,['vomiting'],['vomiting'],,,,,2018,August
2849,2646035,vaccination,01-08-2017 16:35,cat,,,,"['polakiuria', 'discomfort around bladder palpation', 'cystitis']","['bladder Vomiting', 'polakiuria', 'discomfort around bladder palpation', 'cystitis']",,,,,2017,August
1652,3347648,other_unwell,07-10-2017 14:37,dog,,,['ornithosauria'],,['dropsy'],,,,,2017,October
2837,4446588,vaccination,26-04-2018 17:51,dog,['Nobivaclepto4'],['Nobivaclepto4'],"['A084A01', 'Nobivaclepto4']",['Cough'],"['cardiac and thoracic aus No abnormality', 'Cough']","['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,,,2018,April
223,2764118,vaccination,02-07-2017 10:07,cat,,,['fine'],['Feline leukemia virus'],['Feline leukemia virus'],"['Nobivac ducat', 'Feline leukemia virus vaccine']",ducat felv,,,2017,July
1154,6613057,vaccination,30-08-2019 14:51,dog,"['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']",['Cough'],"['cardiac and thoracic aus No abnormality', 'Cough']","['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,['BIB Left'],,2019,August
3828,5586920,vaccination,01-12-2019 09:57,dog,,,,"['sinus arrhythmia', 'Cough']","['sinus arrhythmia', 'Cough', 'maxillary brachygnathism - undershot lower jaw']",['Kennel cough vaccine'],kc,['Flea/Worm'],,2019,December
1454,4582130,other_healthy,06-07-2018 09:10,dog,,,,"['infection', 'ulcer']","['infection', 'healer', 'ulcer']",,,['Tablet'],,2018,July
2694,2709463,pruritus,24-01-2017 11:03,cat,['Intranasal 1 month'],,,"['allergy', 'hair loss']","['allergy', 'hair loss']",,,['Intranasal 1 month'],['Intranasal 1 month'],2017,January
1349,4850031,post_op,08-04-2018 09:03,cat,,,,['inflammation'],['inflammation'],,,,,2018,April
4107,6138117,other_healthy,21-05-2019 17:48,dog,,,"['satrap', 'seminegro']","['pruritus', 'anal gland abscess']","['pruritus', 'anal gland abscess', 'perianal alopecia']",,,['seminegro'],,2019,May
2482,1730384,post_op,13-06-2016 08:55,dog,,,,"['swelling', 'bruising']","['swelling', 'bruising']",['Metacam meloxicam'],metacam,,,2016,June
3723,5471208,vaccination,12-12-2018 10:02,dog,['Nobivaclepto4'],['Nobivaclepto4'],['Nobivaclepto4'],"['DUDE', 'Cough']","['DUDE', 'Cough']","['Nobivaclepto4', 'Kennel cough vaccine']",l4 kc,,,2018,December
3291,4664481,other_healthy,28-06-2018 10:17,dog,['salt water'],,['apoquinine'],"['sore skin external pinna', 'itching']","['sore skin external pinna', 'itching']",,,['salt water'],['salt water'],2018,June
741,3547997,vaccination,29-08-2017 11:39,dog,"['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['fine', 'nobivacdhp', 'Nobivaclepto4']",['Cough'],['Cough'],"['Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",dhp l4 kc,,,2017,August
2147,5670543,post_op,31-01-2019 11:42,dog,['Magnesium'],,"['Magnesium', '....']",,,,,['Magnesium'],['Magnesium'],2019,January
1179,2604766,other_unwell,28-12-2016 10:20,dog,['Nonsteroidal antiinflammatory drugs'],,,"['muscle loss', 'pain']","['muscle loss', 'pain']",,,"['electrolyte', 'Nonsteroidal antiinflammatory drugs']",['Nonsteroidal antiinflammatory drugs'],2016,December
1487,5240880,respiratory,23-10-2018 16:38,dog,,,,"['hyperpigmentation', 'Empty Anal Glands - bilaterally', 'itch', 'pruritus']","['hyperpigmentation', 'Empty Anal Glands - bilaterally', 'itch', 'pyodermia', 'vent abdomen chronic', 'pruritus']",,,,,2018,October
124,391961,post_op,18-04-2015 15:08,dog,,,,['diarrhoea'],['diarrhoea'],,,,,2015,April
2063,6572889,vaccination,21-08-2019 16:03,cat,"['aspartate', 'glutamate-oxaloacetate', 'Intranasal 3-4']","['aspartate', 'glutamate-oxaloacetate']","['weepy', 'aspartate', 'glutamate-oxaloacetate', 'trica']","['diarrhoea', 'Club', 'vomit', 'infection', 'inflammation']","['diarrhoea', 'Club', 'vomit', 'infection', 'inflammation']",['Nobivac tricat'],tricat,['Intranasal 3-4'],['Intranasal 3-4'],2019,August
761,404080,vaccination,05-05-2015 17:36,dog,,,"['e/d/u/f', 'L414079']",['Cough'],['Cough'],"['Nobivac', 'Kennel cough vaccine']",nobivac kc,['eurafrican'],,2015,May
3116,4349277,vaccination,28-03-2018 09:43,cat,,,['gaine'],"['urinary tract disease', 'skin lesion', 'Feline leukemia virus']","['urinary tract disease', 'skin lesion', 'Feline leukemia virus']","['Nobivac ducat', 'Feline leukemia virus vaccine']",ducat felv,,,2018,March
2546,5162588,post_op,10-07-2018 10:03,cat,,,['Put'],"['tumor', 'vomiting']","['tumor', 'heart and lungs ok', 'vomiting']",,,"['agamian', 'Put']",,2018,July
1813,2554339,other_unwell,13-12-2016 12:19,dog,"['Intranasal 1 week', 'dermisol']",['dermisol'],['dermisol'],"['allergy', 'arthritis', 'trauma', 'skin allergy', 'inflammation']","['allergy', 'arthritis', 'trauma', 'skin allergy', 'arthritic', 'inflammation']",,,['Intranasal 1 week'],['Intranasal 1 week'],2016,December
1244,3524301,other_healthy,22-08-2017 15:20,dog,"['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']","['2-3x/day', 'aspartate', 'glutamate-oxaloacetate']","['conjunctivitis', 'greenish ocular', 'optic disc']","['conjunctivitis', 'greenish ocular', 'optic disc']",,,['2-3x/day'],,2017,August
147,1704141,post_op,06-06-2016 18:15,dog,,,"['sebhoereic', 'teart skin infinitarily then remove', 'apoquinine']","['lipomas', 'Hair loss']","['healer', 'lipomas', 'Hair loss']",,,,,2016,June
2969,6465430,pruritus,31-07-2019 12:39,dog,,,,"['pruritic', 'allergy']","['pruritic', 'allergy']",,,,,2019,July
1769,6773735,other_unwell,10-07-2019 09:13,dog,['Intranasal 1 week'],,,,['malaria'],,,['Intranasal 1 week'],['Intranasal 1 week'],2019,July
1587,5280340,other_healthy,31-10-2018 16:54,cat,,,['constipate'],"['Club', 'gingivitis']","['Club', 'heart and lungs within normal limits', 'gingivitis']",,,,,2018,October
1966,5331681,other_healthy,11-12-2018 11:16,dog,,,['fine'],"['Club', 'gingivitis']","['Club', 'gingivitis']",,,['DUDE normally/NAD'],,2018,December
4114,6213197,vaccination,06-07-2019 11:08,dog,,,,,,,,,,2019,July
2098,4905590,other_unwell,15-08-2018 15:19,dog,['fluorescein'],['fluorescein'],['fluorescein'],"['swelling', 'eyelid', 'inflammation', 'cornea']","['swelling', 'eyelid', 'inflammation', 'cornea']",,,['fluorescein'],['fluorescein'],2018,August
4399,6817322,other_healthy,16-10-2019 11:38,dog,['steroid'],['steroid'],"['dorsum seborrhoic', 'steroid', 'pu/pd']",,"['scurfy', 'dorsum diffuse scabby crusty lesion']",,,,,2019,October
423,2101599,vaccination,09-01-2016 10:33,cat,,,,"['sunburn', 'weight loss']","['sunburn', 'weight loss', 'small scab - likely hare']",,,['growly'],,2016,January
2959,6625054,trauma,09-02-2019 17:58,cat,"['comfortable-', 'Intranasal 4 days']",['comfortable-'],['comfortable-'],"['swelling', 'Pododermatitis aseptica diffusa', 'lame']","['swelling', 'Pododermatitis aseptica diffusa', 'lame']",,,"['conto synuclav', 'Intranasal 4 days']",['Intranasal 4 days'],2019,February
1108,1647317,trauma,24-05-2016 17:49,cat,,,,['sore'],['sore'],['Metacam meloxicam'],metacam,,,2016,May
125,6719580,post_op,24-09-2019 10:10,dog,,,,,,,,['Fine'],,2019,September
4061,4182375,other_unwell,02-05-2018 15:10,cat,,,['depot'],"['miliary dermatitis', 'trauma']","['miliary dermatitis', 'miliary dermatitis - warner', 'trauma']",,,,,2018,May
2491,1816441,trauma,30-06-2016 17:02,dog,,,['appetite'],"['tenderness', 'lame']","['tenderness', 'lame']",['Metacam meloxicam'],metacam,['Inj metamer -adv'],,2016,June
2804,3690553,vaccination,10-02-2017 10:25,cat,,,,,,,,['hler acca'],,2017,February
1083,1916754,other_unwell,22-07-2016 10:17,dog,,,['t37.4'],,,,,['eagle left'],,2016,July
55,2035501,vaccination,17-08-2016 09:49,cat,,,['fine'],,,,,['toilet'],,2016,August
3757,4074870,vaccination,01-08-2018 11:35,cat,,,['trica'],"['Club', 'hernia', 'Feline leukemia virus']","['Club', 'Feline leukemia virus BN 6BU801 04-2019', 'hernia', 'Feline leukemia virus']","['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,['DUD fine'],,2018,August
3882,4760214,gastroenteric,17-07-2018 17:00,cat,,,,"['intermittent vomiting', 'Weight loss', 'PU/PD', 'vomiting']","['intermittent vomiting', 'Weight loss', 'PU/PD', 'vomiting']",,,,,2018,July
71,4516230,other_healthy,18-05-2018 10:20,unknown,,,['BE'],,['dropsy'],,,,,2018,May
3024,4893625,other_unwell,13-08-2018 17:00,dog,,,['lownly'],"['diarrhoea', 'Diarrhea']","['diarrhoea', 'Diarrhea']",,,['parale Ltm'],,2018,August
34,2442067,other_unwell,15-11-2016 15:27,dog,['Intranasal 1 week'],,,,['dropsy'],,,['Intranasal 1 week'],['Intranasal 1 week'],2016,November
4370,1728139,pruritus,06-11-2016 09:52,cat,,,,"['otitis', 'erythema']","['otitis', 'erythema']",,,,,2016,November
3390,6125056,other_unwell,18-05-2019 09:59,cat,,,,"['Purulent', 'Vomiting']","['Purulent', 'throat', 'Vomiting']",['Non-steroidal anti-inflammatory drug'],nsaid,,,2019,May
3208,3565245,other_unwell,09-01-2017 12:05,dog,,,"['Put', 'exaplined beofre']",['pain'],"['loss of hindlimb muckle mass', 'pain']",,,['Put'],,2017,January
403,4061960,vaccination,01-04-2018 11:58,dog,['glucosamine'],['glucosamine'],"['Chest/abd', 'glucosamine', 'masse']",['Vomiting'],"['fatty type masse -no change Adv', 'Vomiting']",['Nobivac'],nobivac,['glucosamine /clo'],,2018,April
1595,417502,other_unwell,20-05-2015 17:26,rabbit,['Intranasal 1 day'],,['prog'],['depressed'],['depressed'],,,"['prog', 'Intranasal 1 day']",['Intranasal 1 day'],2015,May
2801,3521658,other_healthy,22-08-2017 09:16,dog,['tartar'],,,['halitosis'],['halitosis'],,,['tartar'],['tartar'],2017,August
3009,798999,post_op,11-10-2015 09:05,dog,['osteotomy/ tibia'],,,['pain'],"['pain', 'right stifle - Vomiting']",,,['osteotomy/ tibia'],['osteotomy/ tibia'],2015,October
3528,2421763,vaccination,11-10-2016 10:16,dog,"['Magnesium', 'cruciate If']",,"['sprain/strain/', 'Magnesium']","['meniscal damage', 'Lameness']","['meniscal damage', 'Lameness']",,,"['Magnesium', 'cruciate If']","['Magnesium', 'cruciate If']",2016,October
3171,2940764,vaccination,23-03-2017 16:37,dog,"['Intranasal 12', 'tartar -']",,,['Club'],['Club'],,,"['Intranasal 12', 'tartar -']","['Intranasal 12', 'tartar -']",2017,March
2830,672910,pruritus,10-05-2015 17:21,dog,,,"['infection/inflam', 'to-may']","['rash', 'allergy-', 'inflam']","['rash', 'allergy-', 'inflam']",,,['5-6d'],,2015,May
3241,5898462,other_healthy,25-03-2019 14:18,dog,,,,"['sinus arrhythmia', 'muscle wastage', 'eating Vomiting']","['sinus arrhythmia', 'muscle wastage', 'eating Vomiting']",,,,,2019,March
2690,4992426,vaccination,09-03-2018 11:04,dog,,,['Nobivaclepto2 a418a01 04/19 .'],"['chest No abnormality', 'umbilical hernia']","['chest No abnormality', 'umbilical hernia']","['Nobivaclepto2', 'Rabies vaccine']",l2 rv,['DUDE fine'],,2018,March
241,6616996,vaccination,31-08-2019 10:05,cat,,,,['palate'],"['Cerebral\tPalsy', 'lung & chest', 'palate']",,,,,2019,August
827,397594,vaccination,27-04-2015 10:20,dog,,,['fine'],"['hair loss', 'cough']","['hair loss', 'pcp', 'cough']",,,['claw long'],,2015,April
3510,2432502,other_healthy,11-12-2016 11:40,dog,,,,['seizures'],['seizures'],,,,,2016,December
50,6255891,pruritus,18-06-2019 09:21,dog,,,,['pruritic'],"['pruritic', 'pyodermia']",,,,,2019,June
3098,632053,other_healthy,22-09-2015 17:03,dog,,,,"['gingivitis', 'tissue loss']","['skin inflammation', 'gingivitis', 'tissue loss']",,,['3//3 tartar'],,2015,September
1567,4169809,other_healthy,02-01-2018 14:32,dog,"['ket', 'glucose']",['glucose'],"['hydrogen', 'glucose']",['Vomiting'],['Vomiting'],,,"['ket', 'hydrogen', 'glucose']","['ket', 'glucose']",2018,January
790,4772481,other_healthy,19-07-2018 17:06,dog,['Iodine just trim Intranasal one'],,,['bleeding'],['bleeding'],,,['Iodine just trim Intranasal one'],['Iodine just trim Intranasal one'],2018,July
344,931436,other_unwell,13-12-2015 10:46,cat,,,,,['dropsy'],,,['wax'],,2015,December
733,4118159,trauma,18-01-2018 16:20,dog,,,['presenattion'],"['trembling', 'cough', 'Vomiting']","['Newcastle disease look hunched', 'trembling', 'cough', 'Vomiting']",,,,,2018,January
2400,2074884,vaccination,25-08-2016 15:41,dog,,,,,,,,['w/w'],,2016,August
1409,2921871,post_op,18-03-2017 10:37,dog,"['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']","['aspartate', 'glutamate-oxaloacetate']",['crusty'],"['Intra-thoracic', 'crusty']",,,,,2017,March
265,4408576,other_unwell,16-04-2018 10:59,guinea pig,['Intranasal 1 week'],,,['ulcer'],"['ulcer', 'dropsy']",,,['Intranasal 1 week'],['Intranasal 1 week'],2018,April
1014,2280438,other_healthy,10-10-2016 12:09,cat,['worme tablet'],,,"['vomit', 'Diarrhea']","['vomit', 'Diarrhea']",,,['worme tablet'],['worme tablet'],2016,October
3238,292655,other_unwell,24-12-2014 10:56,dog,,,['fine'],"['diarrhoea', 'vomiting']","['diarrhoea', 'vomiting']",,,['water'],,2014,December
3642,4996410,other_healthy,09-03-2018 17:38,dog,['DG'],,['OC'],"['dermatitis', 'Vomiting']","['dermatitis', 'Vomiting']",,,['DG'],['DG'],2018,March
4402,4873675,vaccination,08-09-2018 09:53,dog,,,['yelp'],,"['dermal mass thoracic dorsum', 'chews at back end']",,,['yelp'],,2018,September
2840,6154216,vaccination,24-05-2019 17:00,dog,['Nobivaclepto2'],['Nobivaclepto2'],['Nobivaclepto2'],,,"['Nobivaclepto2', 'Nobivaclepto4']",l2 l4,,,2019,May
1044,6760462,pruritus,10-03-2019 10:20,dog,,,,['purulent'],"['purulent', 'dropsy']",['Rabies vaccine'],rv,,,2019,March
937,6301384,other_unwell,27-06-2019 16:08,dog,['Intranasal 7'],,,"['allergies', 'furunculosis', 'fatty lump', 'Otitis Externa']","['allergies', 'furunculosis', 'fatty lump', 'Otitis Externa', 'dropsy']",,,"['fatty lump', 'Intranasal 7']",['Intranasal 7'],2019,June
3067,3706911,other_healthy,10-05-2017 09:24,unknown,['fbs'],['fbs'],"['bilati', 'fbs', 'otidine', 'apoquinine']","['pruritic', 'allergic', 'erythema']","['pruritic', 'allergic', 'erythema']",,,"['fbs', 'wax']",,2017,May
3695,6299291,post_op,27-06-2019 10:34,dog,['steroid'],['steroid'],"['steroid', 'solan']",['vomit'],['vomit'],,,['tablet'],,2019,June
1679,5611036,pruritus,17-01-2019 17:19,dog,,,,"['hypothyroidism', 'hair loss']","['hypothyroidism', 'hair loss']",,,,,2019,January
1793,6633978,other_unwell,09-04-2019 12:25,dog,['Steroid'],['Steroid'],"['Ca', 'Steroid']","['Pododermatitis aseptica diffusa', 'fits', 'lame']","['Pododermatitis aseptica diffusa', 'fits', 'lame']",,,,,2019,April
1233,6264106,other_unwell,19-06-2019 15:04,dog,,,,,,,,,,2019,June
735,3939339,post_op,30-11-2017 08:35,dog,,,,"['inflammation', 'erythema']","['inflammation', 'erythema', 'pyodermia']",,,,,2017,November
892,4679987,other_healthy,07-02-2018 14:20,dog,,,['raisin'],['tooth root abscess'],['tooth root abscess'],,,,,2018,February
3011,3597179,other_unwell,09-08-2017 17:13,dog,['Intranasal 1 week'],,['pin/fixate'],['pain'],['pain'],,,['Intranasal 1 week'],['Intranasal 1 week'],2017,August
3152,5610353,other_unwell,17-01-2019 16:20,dog,,,['Put'],,,,,['Put'],,2019,January
2411,5624294,post_op,21-01-2019 11:50,unknown,"['Metabolizable', 'Intranasal 1 week']",,,,,,,"['Metabolizable', 'Intranasal 1 week']","['Metabolizable', 'Intranasal 1 week']",2019,January
3020,3894456,other_unwell,18-11-2017 09:22,dog,,,"['abdo-NAD', 'Y/day']","['infection', 'swelling', 'pain']","['infection', 'swelling', 'pain']",,,['swa'],,2017,November
3115,2137481,gastroenteric,09-08-2016 15:29,dog,,,,"['diarrhoea', 'vomiting']","['diarrhoea', 'vomiting']",,,['scavenge'],,2016,August
1086,6460605,other_healthy,30-07-2019 15:58,unknown,,,,"['Generalised itchiness', 'Skin scurfy']","['adventitious lung sound', 'Generalised itchiness', 'Skin scurfy']",,,,,2019,July
4123,3775774,pruritus,20-10-2017 17:32,dog,['otomax'],,['apoquinine'],['allergic'],['allergic'],,,['otomax'],['otomax'],2017,October
194,2676183,trauma,16-01-2017 11:25,dog,,,,"['pain', '10/10ths lame']","['pain', '10/10ths lame']",,,,,2017,January
957,121866,other_healthy,21-07-2014 11:08,dog,,,,,,['Canigen'],canigen,,,2014,July
3414,1926675,other_healthy,25-07-2016 10:59,dog,,,,['inflammation'],"['inflammation', 'Small thickening Intranasal the skin']",,,,,2016,July
542,4490997,other_healthy,05-11-2018 09:29,dog,,,,"['infection', 'sore', 'Infection']","['infection', 'sore', 'Infection']",,,,,2018,November
2094,3519913,other_unwell,21-08-2017 17:12,cat,['steroid'],['steroid'],['steroid'],"['Weight loss', 'vomiting']","['Weight loss', 'vomiting']",,,['Tablet Owner Reports inj ) for lymphoma Owner'],,2017,August
2282,6675059,post_op,13-09-2019 10:08,dog,,,['fine'],['defecation'],['defecation'],,,,,2019,September
580,3704058,vaccination,10-04-2017 15:15,cat,,,"['tartar', '400g-']","['arrhythmia', 'weight loss', ""weight loss ''""]","['arrhythmia', 'weight loss', ""weight loss ''""]",,,,,2017,April
1589,4134934,other_healthy,23-01-2018 13:48,dog,,,,"['pruritic', 'sore', 'erythema', 'self-trauma']","['pruritic', 'sore', 'erythema', 'self-trauma']",,,,,2018,January
2369,2579663,vaccination,19-12-2016 17:31,dog,['Intranasal 1 month'],,['invein'],"['epilepsy', 'fits']","['epilepsy', 'fits']",,,['Intranasal 1 month'],['Intranasal 1 month'],2016,December
2158,800078,vaccination,11-10-2015 10:39,dog,"['nobivacdhp', 'Nobivaclepto4']","['nobivacdhp', 'Nobivaclepto4']","['microchiria', 'nobivacdhp', 'Nobivaclepto4']","['hair loss', 'diarrhoea', 'Cough']","['hair loss', 'diarrhoea', 'Cough']","['Nobivac', 'Nobivacdhp', 'Nobivaclepto4', 'Kennel cough vaccine']",nobivac dhp l4 kc,['Intranasal 4 week'],,2015,October
784,969816,other_unwell,22-12-2015 11:01,cat,,,"['Put', 'pale.think vcan']",,,,,['Put'],,2015,December
2664,4120063,other_healthy,19-01-2018 09:20,cat,,,['trica'],"['diarrhea', 'Feline leukemia virus']","['diarrhea', 'Feline leukemia virus']","['Nobivac tricat', 'Feline leukemia virus vaccine']",tricat felv,['eyes/nose/ears/ln'],,2018,January
3665,5475135,other_healthy,12-12-2018 17:50,dog,,,['BVM'],['weight loss'],['weight loss'],,,['BVM'],,2018,December
4016,4768301,vaccination,19-07-2018 09:28,dog,['steroid'],['steroid'],['steroid'],['sore'],['sore'],,,,,2018,July
2890,2554883,other_healthy,13-12-2016 14:47,dog,,,['turtan'],,['Intra-thoracic'],,,['turtan'],,2016,December
810,4161204,trauma,30-01-2018 14:44,cat,['Non-steroidal anti-inflammatory'],,,['lame'],['lame'],['Non-steroidal anti-inflammatory drug'],nsaid,['Non-steroidal anti-inflammatory'],['Non-steroidal anti-inflammatory'],2018,January
1950,2778798,other_healthy,02-10-2017 10:11,dog,,,,['defecation'],"['CE - mamma pink', 'defecation']",,,,,2017,October
566,6167112,other_healthy,29-05-2019 10:31,dog,,,,,"['isatis', 'applyingly isatis']",,,['1-2'],,2019,May
